id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,Beans,Sugat,Sweetener,Cocoa_butter,Vanilla,Lecithin,Salt,review,rating
2438,Aelan,Vanuatu,2019,Vanuatu,Malekula Island_ batch M10/19,70,2,1,1,0,0,0,0,0,unrefined_ sweet_ metallic,2.5
2438,Aelan,Vanuatu,2019,Vanuatu,Malo Island_ batch Ma20/19,70,2,1,1,0,0,0,0,0,basic_ sweet_ cocoa_ woody,2.75
2442,Aelan,Vanuatu,2019,Vanuatu,Santo Island_ batch S15/19,70,2,1,1,0,0,0,0,0,sweet_ cocoa_ rubbery,2.75
2438,Aelan,Vanuatu,2019,Vanuatu,EPI Island_ batch E 11/19,70,2,1,1,0,0,0,0,0,sandy_ woody_ spicy_ sweet,3
370,Aequare (Gianduja),Ecuador,2009,Ecuador,Los Rios_ Quevedo_ Arriba,55,4,1,1,0,1,1,0,0,sandy_ sweet_ banana cream,2.75
370,Aequare (Gianduja),Ecuador,2009,Ecuador,Los Rios_ Quevedo_ Arriba,70,4,1,1,0,1,1,0,0,roasty_ nutty_ coffee,3
316,Ah Cacao,Mexico,2009,Mexico,Tabasco,70,3,1,1,0,1,0,0,0,gritty_ spice_ cocoa,3
502,Akesson's (Pralus),U.K.,2010,Madagascar,Madagascar_ Ambolikapiky P_,75,4,1,1,0,1,0,1,0,strong pepper_ musty,2.75
508,Akesson's (Pralus),U.K.,2010,Brazil,Monte Alegre_ D_ Badero,75,4,1,1,0,1,0,1,0,fatty_ intense_ woody,2.75
636,Akesson's (Pralus),U.K.,2011,Indonesia,Bali (west)_ Sukrama Family_ Melaya area,75,4,1,1,0,1,0,1,0,hay_ nut_ berry,3.75
1061,Alain Ducasse,France,2013,Venezuela,Chuao,75,5,1,1,0,1,1,1,0,sandy_ dirt_ ashey,2.5
1173,Alain Ducasse,France,2013,Peru,Piura_ Perou,75,5,1,1,0,1,1,1,0,cardboard_ dirt_ roasty,2.5
1215,Alain Ducasse,France,2014,Trinidad,Trinite,65,6,1,1,0,1,1,1,1,roasty_ sweet_ savory,2.75
1215,Alain Ducasse,France,2014,Vietnam,Vietnam,75,5,1,1,0,1,1,0,1,nutty_ roasty_ odd dairy,2.75
1215,Alain Ducasse,France,2014,Madagascar,Madagascar,75,5,1,1,0,1,1,0,1,citrus_ fatty_ dairy,3
1992,Alain Ducasse,France,2017,Mexico,Porcelana_ Mexique,75,6,1,1,0,1,1,1,1,strawberry_ cream_ gateway,3.5
1944,Alexandre,Netherlands,2017,Ecuador,Winak Coop_ Napo,70,3,1,1,0,1,0,0,0,sandy_ green_ floral,3.5
1944,Alexandre,Netherlands,2017,Nicaragua,La Dalia_ Matagalpa,70,3,1,1,0,1,0,0,0,sandy_ sweet_ nibby,3.5
1944,Alexandre,Netherlands,2017,Tanzania,Makwale Village_ Kyela,70,3,1,1,0,1,0,0,0,sandy_ melon_ banana,3.5
1944,Alexandre,Netherlands,2017,Vietnam,Tien Giang,70,3,1,1,0,1,0,0,0,sandy_ sweet_ roasty,3.5
1125,Altus aka Cao Artisan,U.S.A.,2013,Venezuela,Sur del Lago,60,4,1,1,0,1,0,1,0,sweet_ moldy_ off,2.5
1125,Altus aka Cao Artisan,U.S.A.,2013,Dominican Republic,Conacado_ batch 130,60,4,1,1,0,1,0,1,0,sandy_ sweet_ dairy_ spice,3
1133,Altus aka Cao Artisan,U.S.A.,2013,Bolivia,Bolivia_ batch 154,60,4,1,1,0,1,0,1,0,grit_ sweet_ caramel_ fruit,3
1129,Altus aka Cao Artisan,U.S.A.,2013,Bolivia,Bolivia_ batch 101,80,4,1,1,0,1,0,1,0,gritty_ berry_ mild bitter,3.25
1133,Altus aka Cao Artisan,U.S.A.,2013,Peru,Peru_ batch 148,60,4,1,1,0,1,0,1,0,gritty_ too sweet_ fruit,3.25
1732,Altus aka Cao Artisan,U.S.A.,2016,Bolivia,CIAAB Coop,60,3,1,1,0,1,0,0,0,sandy_ sweet_ pungent,2.5
1732,Altus aka Cao Artisan,U.S.A.,2016,Peru,Villa Andina,60,3,1,1,0,1,0,0,0,sandy_ sweet_ sour_ off,2.5
1728,Altus aka Cao Artisan,U.S.A.,2016,Nicaragua,Momotombo,60,3,1,1,0,1,0,0,0,powdery_ sweet_ molasses,2.75
1732,Altus aka Cao Artisan,U.S.A.,2016,Ecuador,Gruppo Salinas,60,3,1,1,0,1,0,0,0,sandy_ nutty_ earthy_ roasty,2.75
1728,Altus aka Cao Artisan,U.S.A.,2016,Peru,Acopagro,60,3,1,1,0,1,0,0,0,dry_ sweet_ caramel,3
2044,Altus aka Cao Artisan,U.S.A.,2018,Dominican Republic,Oko Caribe,70,3,1,1,0,1,0,0,0,sweet_ coarse_ nutty,3
147,Amano,U.S.A.,2007,Venezuela,Cuyagua,70,4,1,1,0,1,1,0,0,waxy_ nutty_ mint,3
129,Amano,U.S.A.,2007,Madagascar,Madagascar,70,4,1,1,0,1,1,0,0,spice_ nut_ cocoa_ fruit,3.5
175,Amano,U.S.A.,2007,Venezuela,Ocumare,70,4,1,1,0,1,1,0,0,spicy_ strawberry,3.75
304,Amano,U.S.A.,2008,Indonesia,Bali_ Jembrana,70,4,1,1,0,1,1,0,0,sticky_ nutty_ high acidity,2.75
363,Amano,U.S.A.,2009,Venezuela,Montanya,70,4,1,1,0,1,1,0,0,hot spice_ roasty,3
544,Amano,U.S.A.,2010,Venezuela,Chuao,70,4,1,1,0,1,1,0,0,woody_ red berry_ sour,3
470,Amano,U.S.A.,2010,Dominican Republic,Dos Rios,70,4,1,1,0,1,1,0,0,orange_ cinamon,3.75
470,Amano,U.S.A.,2010,Ecuador,Guayas,70,4,1,1,0,1,1,0,0,strong spice_ intense pepper,4
725,Amano,U.S.A.,2011,Papua New Guinea,Morobe,70,4,1,1,0,1,1,0,0,tart_ lemon_ smoke,4
327,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,70,2,1,1,0,0,0,0,0,waxy mouthfeel_ spicy,2.75
464,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,85,2,1,1,0,0,0,0,0,fatty_ mushroom_ off notes,2.75
322,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,70,2,1,1,0,0,0,0,0,dry_ chalky_ fudge-like,3
464,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,85,2,1,1,0,0,0,0,0,roasty_oddly sweet_marshmallow,3
1964,Amazing Cacao,Russia,2017,Peru,Maranon,70,,0,0,0,0,0,0,0,raisins_ pungent,3
1964,Amazing Cacao,Russia,2017,Peru,Platan Bajo,70,,0,0,0,0,0,0,0,few grits_ blackcherry_ licorice,3.5
1145,Amazona,Peru,2013,Peru,LamasdelChanka_ San Martin_ Oro Verde coop,72,3,1,1,0,1,0,0,0,oily_ vanilla_ melon_ cocoa,3.25
1145,Amazona,Peru,2013,Peru,Bellavista Gran Pajeten_ San Martin,73,3,1,1,0,1,0,0,0,oily_ vegetal_ nutty_ cocoa,3.5
1494,Ambrosia,Canada,2015,Belize,Belize,64,4,1,1,0,1,0,1,0,roasty_ brownie_ nutty,3
1494,Ambrosia,Canada,2015,Madagascar,Madagascar,66,2,1,1,0,0,0,0,0,fruity_ sour,3.25
1498,Ambrosia,Canada,2015,Dominican Republic,Dominican Republic,75,2,1,1,0,0,0,0,0,high roast_ high astringnet,3.25
1498,Ambrosia,Canada,2015,Papua New Guinea,Papua New Guinea,63,2,1,1,0,0,0,0,0,smokey_ savory,3.25
1498,Ambrosia,Canada,2015,Venezuela,Venezuela,70,2,1,1,0,0,0,0,0,sandy_ roasty_ nutty,3.25
1498,Ambrosia,Canada,2015,Peru,Peru,68,2,1,1,0,0,0,0,0,rich_ sour_ mild smoke,3.5
75,Amedei,Italy,2006,Blend,Toscano Black,66,4,1,1,0,1,1,0,0,red wine_ rich cocoa_ long,3.75
123,Amedei,Italy,2007,Ecuador,Ecuador,70,4,1,1,0,1,1,0,0,creamy_ earthy_ vegetal,3
123,Amedei,Italy,2007,Jamaica,Jamaica,70,4,1,1,0,1,1,0,0,sandy_ woody_ spicy,3
123,Amedei,Italy,2007,Grenada,Grenada,70,4,1,1,0,1,1,0,0,fruity with coffee notes,3.5
129,Amedei,Italy,2007,Trinidad,Trinidad,70,4,1,1,0,1,1,0,0,coffee_ fruit_ woodsy,3.5
170,Amedei,Italy,2007,Blend,Toscano Black,63,4,1,1,0,1,1,0,0,fatty_ dairy_ caramel_ cocoa,3.5
123,Amedei,Italy,2007,Venezuela,Venezuela,70,4,1,1,0,1,1,0,0,creamy_ fruit_ cocoa,3.75
979,Amedei,Italy,2012,Peru,Piura_ Blanco de Criollo,70,4,1,1,0,1,1,0,0,creamy_ raspberry_ nutty,3.75
2088,Amedei,Italy,2018,Madagascar,Madagascar,70,4,1,1,0,1,1,0,0,vanilla_ mint_ roasty,3
2088,Amedei,Italy,2018,Venezuela,Chuao,70,4,1,1,0,1,1,0,0,vanilla_ nuts_ roasty,3
2092,Amedei,Italy,2018,Venezuela,Porcelana,70,4,1,1,0,1,1,0,0,nutty_ mild roasty_ vanilla,3
2092,Amedei,Italy,2018,Blend,Nine,75,4,1,1,0,1,1,0,0,sweet_ delicate_ complex,3.5
2434,Amedei,Italy,2019,Blend,Toscano Black,70,3,1,1,0,1,0,0,0,nut_ fatty_ rubbery_ rich,2.75
572,AMMA,Brazil,2010,Brazil,Monte Alegre_ 3 diff_ plantations,85,4,1,1,0,1,0,1,0,creamy_ red berry_ bitter,2.75
572,AMMA,Brazil,2010,Brazil,Monte Alegre_ 3 diff_ plantations,50,4,1,1,0,1,0,1,0,very sweet_ bright red_ banana,3.75
572,AMMA,Brazil,2010,Brazil,Monte Alegre_ 3 diff_ plantations,75,4,1,1,0,1,0,1,0,roasty_ fatty_ nutty_ coffee,3.75
572,AMMA,Brazil,2010,Brazil,Monte Alegre_ 3 diff_ plantations,60,4,1,1,0,1,0,1,0,creamy_ sweet_cocoa_banana,4
1065,AMMA,Brazil,2013,Brazil,Catongo,75,4,1,1,0,1,0,1,0,grainy_ sweet_ poor aftertaste,3.25
1259,Anahata,U.S.A.,2014,Dominican Republic,Elvesia,75,2,1,1,0,0,0,0,0,chalky_ mild fruit_ burnt,3
1852,Animas,U.S.A.,2016,Bolivia,Alto Beni,75,2,1,1,0,0,0,0,0,light roast_ caramel_ cocoa,3.5
2586,Animas,U.S.A.,2021,Belize,Maya Mountain_ batch 39,75,2,1,1,0,0,0,0,0,burnt toast_ cherry,3
2586,Animas,U.S.A.,2021,Guatemala,Alta Verapaz_ Cahabon & Lanquin regions_ b_ 4243,75,2,1,1,0,0,0,0,0,orange citrus_ harsh earthiness,3.25
1379,Ara,France,2014,Mexico,Chiapas,72,3,1,1,0,1,0,0,0,earthy_ sour milk_ leather,2.5
1379,Ara,France,2014,Ecuador,Equateur,75,3,1,1,0,1,0,0,0,bitter_ floral_ leather,2.75
1375,Ara,France,2014,Madagascar,Madagascar,75,3,1,1,0,1,0,0,0,sandy_ fruity_ short,3
1379,Ara,France,2014,Venezuela,Trincheras,75,3,1,1,0,1,0,0,0,nutty_ mild spice_ mild earthy,3
1602,Arete,U.S.A.,2015,Brazil,Fazenda Camboa,75,2,1,1,0,0,0,0,0,floral_ chemical off,2.75
1602,Arete,U.S.A.,2015,Guatemala,Guatemala,70,2,1,1,0,0,0,0,0,strawberry_ butterscotch_ off,3.25
1534,Arete,U.S.A.,2015,Brazil,Fazenda Camboa,70,2,1,1,0,0,0,0,0,creamy_ rich_ rum_ roasty,3.5
1534,Arete,U.S.A.,2015,Peru,Nacional,68,2,1,1,0,0,0,0,0,floral_ nutty_ rich cocoa,3.5
1598,Arete,U.S.A.,2015,Dominican Republic,Oko Caribe,70,2,1,1,0,0,0,0,0,spicy_ brownie_ nutty,3.5
1602,Arete,U.S.A.,2015,Ecuador,Camino Verde,75,3,1,1,0,1,0,0,0,intense_ floral_ bourbon,3.5
1534,Arete,U.S.A.,2015,Ecuador,Puerto Quito_ heirloom,70,2,1,1,0,0,0,0,0,spicy_ cocoa,3.75
1598,Arete,U.S.A.,2015,Belize,Maya Mountain,70,2,1,1,0,0,0,0,0,floral_ strawberry_ metallic,3.75
1598,Arete,U.S.A.,2015,Nicaragua,Chuno,70,2,1,1,0,0,0,0,0,creamy_sticky_ peanut butter,4
1904,Arete,U.S.A.,2016,Ecuador,Hacienda Victoria,70,3,1,1,0,1,0,0,0,sticky_ floral_ roasty,3.25
1904,Arete,U.S.A.,2016,Ecuador,Costa Esmeraldas,70,3,1,1,0,1,0,0,0,chewy_ mild floral,3.25
1928,Arete,U.S.A.,2016,Fiji,Matasawalevu,70,2,1,1,0,0,0,0,0,smoke_ hammy_ cocoa base,3.25
1928,Arete,U.S.A.,2016,Vietnam,Lam Dong,73,2,1,1,0,0,0,0,0,earthy_ nutty_ cardboard,3.25
1724,Arete,U.S.A.,2016,Trinidad,San Juan,70,2,1,1,0,0,0,0,0,delicate_ simple,3.5
1900,Arete,U.S.A.,2016,Vietnam,Tien Giang,73,3,1,1,0,1,0,0,0,cashew_ roasty_ chunky melt,3.5
1904,Arete,U.S.A.,2016,Guatemala,Lachua,70,2,1,1,0,0,0,0,0,subtle_ mysterious,3.5
1908,Arete,U.S.A.,2016,Honduras,La Masica_ FHIA,70,2,1,1,0,0,0,0,0,nutty_ green,3.5
1724,Arete,U.S.A.,2016,Tanzania,Kokoa Kamili,70,2,1,1,0,0,0,0,0,appealing smoke_ woody,3.75
1904,Arete,U.S.A.,2016,Nicaragua,Rugoso,70,3,1,1,0,1,0,0,0,muddy_ rich cocoa_ raspberry,3.75
1928,Arete,U.S.A.,2016,Dominican Republic,Elvesia,70,2,1,1,0,0,0,0,0,dark berry_ chocolatey,3.75
1908,Arete,U.S.A.,2016,Costa Rica,Coto Brus_ Terciopelo,70,2,1,1,0,0,0,0,0,balanced_ cherry_ choco,4
1924,Arete,U.S.A.,2016,Peru,Phantom,70,2,1,1,0,0,0,0,0,creamy_ complex_ balanced,4
2020,Arete,U.S.A.,2017,India,Anamalai,70,2,1,1,0,0,0,0,0,slight roasty_ basic cocoa,3.5
2020,Arete,U.S.A.,2017,Madagascar,Sambirano Valley,70,3,1,1,0,1,0,0,0,sour fruit,3.5
2020,Arete,U.S.A.,2017,Vietnam,Ben Tre,73,3,1,1,0,1,0,0,0,rich cocoa_ mild roasty,3.5
2028,Arete,U.S.A.,2017,Peru,Ucayali,70,3,1,1,0,1,0,0,0,dried fruit_ fig_ anise,3.5
2024,Arete,U.S.A.,2017,Bolivia,Beniano,70,2,1,1,0,0,0,0,0,creamy_ bright fruit,4
2028,Arete,U.S.A.,2017,Haiti,Pisa,70,2,1,1,0,0,0,0,0,long lasting_ cocoa,4
2068,Arete,U.S.A.,2018,Trinidad,Ramnath E_,70,2,1,1,0,0,0,0,0,nuts_ dried fruit_ short,3
2254,Arete,U.S.A.,2018,Colombia,Tumaco,70,2,1,1,0,0,0,0,0,smooth_ nutty_ cocoa,4
2450,Arete,U.S.A.,2019,India,Idukki,70,3,1,1,0,1,0,0,0,burn butterscotch_ rubbery,3
2330,Arete,U.S.A.,2019,India,Jangareddygudem,70,3,1,1,0,1,0,0,0,herbs_ mushroom_ acidic,3.25
2166,Argencove,Nicaragua,2018,Nicaragua,Apoyo,70,2,1,1,0,0,0,0,0,cocoa_ earthy_ hammy,3
2162,Argencove,Nicaragua,2018,Nicaragua,Masaya,70,2,1,1,0,0,0,0,0,melon_ late hammy,3.25
2162,Argencove,Nicaragua,2018,Nicaragua,Mombacho,70,2,1,1,0,0,0,0,0,smooth_ vegetal,3.5
2162,Argencove,Nicaragua,2018,Nicaragua,Cocibolca,70,2,1,1,0,0,0,0,0,roasty_ rich cocoa,3.5
300,Artisan du Chocolat,U.K.,2008,Congo,Congo,72,3,1,1,0,1,0,0,0,spicy_ minty_ vegetal,3.75
363,Artisan du Chocolat,U.K.,2009,Brazil,Brazil Rio Doce,72,3,1,1,0,1,0,0,0,cocoa_ dominate off note,1.75
355,Artisan du Chocolat,U.K.,2009,Venezuela,Ocumare_ Venezuela,75,3,1,1,0,1,0,0,0,oily_ nutty_ burnt_ sour,2.5
355,Artisan du Chocolat,U.K.,2009,Indonesia,Java,72,3,1,1,0,1,0,0,0,gritty_ very smokey_ sour,2.75
363,Artisan du Chocolat,U.K.,2009,Madagascar,Madagascar,80,3,1,1,0,1,0,0,0,sl_ bitter_ cherry_ rich,3
363,Artisan du Chocolat,U.K.,2009,Peru,Peru,75,3,1,1,0,1,0,0,0,spicey_ mild metallic,3
363,Artisan du Chocolat,U.K.,2009,Dominican Republic,Dominican Republic,72,3,1,1,0,1,0,0,0,spice_ cocoa_ short,3.25
486,Artisan du Chocolat,U.K.,2010,Venezuela,Venezuela,100,,0,0,0,0,0,0,0,very nutty_ very bitter,1.75
600,Artisan du Chocolat,U.K.,2010,Costa Rica,Costa Rica,72,3,1,1,0,1,0,0,0,chewy_ grassy_ nutty,3.25
600,Artisan du Chocolat,U.K.,2010,Vietnam,Ba Ria Vung Tau Province,72,3,1,1,0,1,0,0,0,unrefined_ distinct spicey,3.25
600,Artisan du Chocolat,U.K.,2010,Indonesia,Bali,72,3,1,1,0,1,0,0,0,black pepper and banana,3.5
531,Artisan du Chocolat,U.K.,2010,Jamaica,Jamaica,72,3,1,1,0,1,0,0,0,grassy_ black licorice_ mint,3.75
745,Artisan du Chocolat,U.K.,2011,Panama,Panama,72,3,1,1,0,1,0,0,0,blackpepper_chemical_rubber,2.75
729,Artisan du Chocolat,U.K.,2011,Haiti,Haiti,72,3,1,1,0,1,0,0,0,nuts_ butterscotch_ brownie,4
947,Artisan du Chocolat,U.K.,2012,Colombia,Colombia_ Casa Luker,72,3,1,1,0,1,0,0,0,marshmallow_ roasty_ nutty,3.75
1193,Artisan du Chocolat,U.K.,2013,Trinidad,Trinidad_ Heritage_ Limited ed_,72,3,1,1,0,1,0,0,0,gritty_ nutty,3.25
1181,Artisan du Chocolat (Casa Luker),U.K.,2013,Colombia,Orinoqua Region_ Arauca,72,4,1,1,0,1,0,1,0,creamy_ marshmallow_ off,2.75
2562,Aruntam,Italy,2021,India,Idukki Kerala_ lot IN728221,72,4,1,1,0,1,0,1,0,cinamon_ nutmeg_ fatty,3.25
2562,Aruntam,Italy,2021,Madagascar,Bejofo E__ Akesson_ lot MA72820,72,4,1,1,0,1,0,1,0,strawberry_ sour,3.25
2566,Aruntam,Italy,2021,Tanzania,Kokoa Kamili_ lot TZ72199,72,4,1,1,0,1,0,1,0,caramel_ sour milk,3.5
141,Askinosie,U.S.A.,2007,Mexico,Xoconusco,75,2,1,1,0,0,0,0,0,leather_ black licorice_ off,2.5
175,Askinosie,U.S.A.,2007,Ecuador,San Jose del Tambo,70,2,1,1,0,0,0,0,0,smooth_ astringent_ cocoa,3
331,Askinosie,U.S.A.,2009,Philippines,Davao,77,2,1,1,0,0,0,0,0,strawberries_ mild tart_ roasty,3.75
647,Askinosie,U.S.A.,2011,Tanzania,Tenende_ Uwate,72,2,1,1,0,0,0,0,0,creamy_ woody_ cocoa,3.75
661,Askinosie,U.S.A.,2011,Honduras,Cortes,70,2,1,1,0,0,0,0,0,grapes_ woody_ roasty,3.75
1780,Askinosie,U.S.A.,2016,Tanzania,Mababa,68,3,1,1,0,1,0,0,0,creamy_ rich_ blueberry,3.75
2434,Atypic,Australia,2019,Solomon Islands,Solomon Islands,70,4,1,1,0,1,0,1,0,off aroma_vegetal_honey_sandy,3
2056,Auro,Philippines,2018,Philippines,Davao,77,4,1,1,0,0,1,1,0,sandy_ vanilla,2.75
2056,Auro,Philippines,2018,Philippines,Paquibao E__ 2016,70,3,1,1,0,1,0,0,0,waxy_ dried fruit,3
2056,Auro,Philippines,2018,Philippines,South Cotabato,70,3,1,1,0,1,0,0,0,sandy_ roasty_ nutty,3
2056,Auro,Philippines,2018,Philippines,Saloy E__ 2016,70,3,1,1,0,1,0,0,0,long_ bright fruit_ sweet_ sour,3.5
2672,Avanaa,Canada,2021,Colombia,Tumaco,70,2,1,1,0,0,0,0,0,chemical_ spice_ earthy,2.5
2672,Avanaa,Canada,2021,Dominican Republic,Zorzal,70,2,1,1,0,0,0,0,0,intense_ sour tart plum_ rubber,3
999,Bahen & Co_,Australia,2012,Brazil,Bahia,70,2,1,1,0,0,0,0,0,chalky_ intense_ chemical,2.5
999,Bahen & Co_,Australia,2012,Blend,Houseblend,70,2,1,1,0,0,0,0,0,chalky_ fragrant_ then off,2.5
995,Bahen & Co_,Australia,2012,Madagascar,Sambirano,70,2,1,1,0,0,0,0,0,unrefined_ flat_ grassy,3
1474,Bahen & Co_,Australia,2015,Blend,Houseblend,80,2,1,1,0,0,0,0,0,coarse_ smokey_ metallic,3.25
1474,Bahen & Co_,Australia,2015,Papua New Guinea,Papua New Guinea,70,2,1,1,0,0,0,0,0,smoke_ ham_ papaya,3.5
2146,Baiani,Brazil,2018,Brazil,Bahia_ Vale Potumujo,70,2,1,1,0,0,0,0,0,bland_ sugary_ large grits,3
1454,Bakau,Peru,2015,Peru,Bambamarca_ 2015,70,3,1,1,0,1,0,0,0,molasses_ caramel_ pungent,2.75
1454,Bakau,Peru,2015,Peru,Huallabamba_ 2015,70,3,1,1,0,1,0,0,0,black pepper_ cardamom,3.5
2290,Bankston,U.S.A.,2019,Belize,Belize,72,3,1,1,0,1,0,0,0,gritty_ fatty_ sour_ off,2.5
2294,Bankston,U.S.A.,2019,Uganda,Uganda,82,3,1,1,0,1,0,0,0,bitter_ fatty_ mild fruit,2.75
2294,Bankston,U.S.A.,2019,Tanzania,Kokoa Kamili,72,3,1,1,0,1,0,0,0,base cocoa_ mild fruit_ roasty,3.25
983,Bar Au Chocolat,U.S.A.,2012,Dominican Republic,Duarte Province,70,2,1,1,0,0,0,0,0,complex_black pepper_coffee,3.25
983,Bar Au Chocolat,U.S.A.,2012,Mexico,Chiapas,70,2,1,1,0,0,0,0,0,molasses_toffee_coffee grounds,3.5
